Date,Close
2011-04-21,50.349998474121094
2011-04-25,50.04999923706055
2011-04-26,50.29999923706055
2011-04-27,50.810001373291016
2011-04-28,50.70000076293945
2011-04-29,51.040000915527344
2011-05-02,50.95000076293945
2011-05-03,49.81999969482422
2011-05-04,48.88999938964844
2011-05-05,44.41999816894531
2011-05-06,44.06999969482422
2011-05-09,46.220001220703125
2011-05-10,46.70000076293945
2011-05-11,44.79999923706055
2011-05-12,44.5099983215332
2011-05-13,44.150001525878906
2011-05-16,44.150001525878906
2011-05-17,43.689998626708984
2011-05-18,45.040000915527344
2011-05-19,44.970001220703125
2011-05-20,44.849998474121094
2011-05-23,43.68000030517578
2011-05-24,44.68000030517578
2011-05-25,44.68000030517578
2011-05-26,45.060001373291016
2011-05-27,45.119998931884766
2011-05-31,46.11000061035156
2011-06-01,46.06999969482422
2011-06-02,46.06999969482422
2011-06-03,44.869998931884766
2011-06-06,44.4900016784668
2011-06-07,44.290000915527344
2011-06-08,45.400001525878906
2011-06-09,45.61000061035156
2011-06-10,45.61000061035156
2011-06-13,43.65999984741211
2011-06-14,44.45000076293945
2011-06-15,42.97999954223633
2011-06-16,42.52000045776367
2011-06-17,41.2400016784668
2011-06-20,41.2400016784668
2011-06-21,41.91999816894531
2011-06-22,42.54999923706055
2011-06-23,42.54999923706055
2011-06-24,42.54999923706055
2011-06-27,40.400001525878906
2011-06-28,41.58000183105469
2011-06-29,41.58000183105469
2011-06-30,42.43000030517578
2011-07-01,42.630001068115234
2011-07-05,43.4900016784668
2011-07-06,43.2599983215332
2011-07-07,43.880001068115234
2011-07-08,43.880001068115234
2011-07-11,43.880001068115234
2011-07-12,43.880001068115234
2011-07-13,43.880001068115234
2011-07-14,42.630001068115234
2011-07-15,43.20000076293945
2011-07-18,43.20000076293945
2011-07-19,43.459999084472656
2011-07-20,43.29999923706055
2011-07-21,43.29999923706055
2011-07-22,43.29999923706055
2011-07-25,43.900001525878906
2011-07-26,44.369998931884766
2011-07-27,43.709999084472656
2011-07-28,43.709999084472656
2011-07-29,43.709999084472656
2011-08-01,42.91999816894531
2011-08-02,41.47999954223633
2011-08-03,40.779998779296875
2011-08-04,39.20000076293945
2011-08-05,38.86000061035156
2011-08-08,37.029998779296875
2011-08-09,35.86000061035156
2011-08-10,36.540000915527344
2011-08-11,37.810001373291016
2011-08-12,38.0
2011-08-15,38.810001373291016
2011-08-16,38.380001068115234
2011-08-17,39.04999923706055
2011-08-18,36.689998626708984
2011-08-19,36.400001525878906
2011-08-22,36.790000915527344
2011-08-23,37.529998779296875
2011-08-24,37.90999984741211
2011-08-25,37.90999984741211
2011-08-26,37.56999969482422
2011-08-29,38.34000015258789
2011-08-30,38.34000015258789
2011-08-31,39.11000061035156
2011-09-01,39.189998626708984
2011-09-02,38.11000061035156
2011-09-06,36.900001525878906
2011-09-07,39.04999923706055
2011-09-08,38.900001525878906
2011-09-09,38.900001525878906
2011-09-12,38.5099983215332
2011-09-13,38.5099983215332
2011-09-14,38.5099983215332
2011-09-15,38.5099983215332
2011-09-16,38.40999984741211
2011-09-19,38.40999984741211
2011-09-20,38.40999984741211
2011-09-21,37.970001220703125
2011-09-22,35.709999084472656
2011-09-23,35.709999084472656
2011-09-26,35.709999084472656
2011-09-27,35.709999084472656
2011-09-28,35.56999969482422
2011-09-29,36.04999923706055
2011-09-30,36.04999923706055
2011-10-03,36.04999923706055
2011-10-04,33.59000015258789
2011-10-05,33.59000015258789
2011-10-06,33.59000015258789
2011-10-07,33.59000015258789
2011-10-10,33.59000015258789
2011-10-11,33.59000015258789
2011-10-12,37.560001373291016
2011-10-13,37.560001373291016
2011-10-14,37.560001373291016
2011-10-17,37.560001373291016
2011-10-18,38.58000183105469
2011-10-19,37.54999923706055
2011-10-20,36.95000076293945
2011-10-21,36.95000076293945
2011-10-24,39.47999954223633
2011-10-25,40.43000030517578
2011-10-26,39.77000045776367
2011-10-27,40.41999816894531
2011-10-28,40.41999816894531
2011-10-31,40.290000915527344
2011-11-01,40.290000915527344
2011-11-02,40.290000915527344
2011-11-03,40.27000045776367
2011-11-04,40.31999969482422
2011-11-07,40.31999969482422
2011-11-08,41.95000076293945
2011-11-09,41.529998779296875
2011-11-10,42.5099983215332
2011-11-11,42.5099983215332
2011-11-14,42.5099983215332
2011-11-15,42.5099983215332
2011-11-16,44.209999084472656
2011-11-17,42.79999923706055
2011-11-18,42.18000030517578
2011-11-21,42.18000030517578
2011-11-22,42.18000030517578
2011-11-23,42.18000030517578
2011-11-25,41.790000915527344
2011-11-28,41.790000915527344
2011-11-29,43.27000045776367
2011-11-30,43.27000045776367
2011-12-01,43.630001068115234
2011-12-02,43.95000076293945
2011-12-05,43.95000076293945
2011-12-06,43.95000076293945
2011-12-07,43.95000076293945
2011-12-08,42.83000183105469
2011-12-09,42.83000183105469
2011-12-12,42.83000183105469
2011-12-13,43.4900016784668
2011-12-14,43.4900016784668
2011-12-15,40.970001220703125
2011-12-16,40.970001220703125
2011-12-19,41.040000915527344
2011-12-20,42.369998931884766
2011-12-21,42.540000915527344
2011-12-22,42.540000915527344
2011-12-23,43.439998626708984
2011-12-27,43.970001220703125
2011-12-28,43.970001220703125
2011-12-29,43.970001220703125
2011-12-30,43.970001220703125
2012-01-03,43.970001220703125
2012-01-04,44.849998474121094
2012-01-05,44.849998474121094
2012-01-06,44.849998474121094
2012-01-09,44.849998474121094
2012-01-10,44.849998474121094
2012-01-11,44.849998474121094
2012-01-12,44.77000045776367
2012-01-13,44.77000045776367
2012-01-17,44.06999969482422
2012-01-18,44.29999923706055
2012-01-19,44.25
2012-01-20,43.220001220703125
2012-01-23,43.56999969482422
2012-01-24,43.2599983215332
2012-01-25,43.09000015258789
2012-01-26,43.09000015258789
2012-01-27,43.5
2012-01-30,43.5
